"id";"title";"goodreads_book_id";"best_book_id";"work_id";"books_count";"original_publication_year";"author_id";"isbn";"isbn13";"language_code";"likes";"image_url";"small_image_url";"genre_id";"dislikes"
8606;"Press Here";9677870;9677870;14565750;25;"2010.0";5687;"811879542";"9.78081187954e+12";"en-US";0;"https://images.gr-assets.com/books/1327934372m/9677870.jpg";"https://images.gr-assets.com/books/1327934372s/9677870.jpg";16;0
8607;"The Killing (Cherub, #4)";828483;828483;4413351;23;"2005.0";4567;"340894334";"9.78034089433e+12";"eng";0;"https://images.gr-assets.com/books/1409557087m/828483.jpg";"https://images.gr-assets.com/books/1409557087s/828483.jpg";5;0
8608;"Darkest Fear (Myron Bolitar #7)";43929;43929;14597691;50;"1999.0";2935;"752849190";"9.7807528492e+12";"eng";0;"https://images.gr-assets.com/books/1315745037m/43929.jpg";"https://images.gr-assets.com/books/1315745037s/43929.jpg";10;0
8609;"The Lady of Shalott";724371;724371;1026788;29;"1833.0";5688;"192723715";"9.78019272371e+12";"en-US";0;"https://images.gr-assets.com/books/1400891098m/724371.jpg";"https://images.gr-assets.com/books/1400891098s/724371.jpg";17;0
8610;"Revenge of the Wannabes (The Clique, #3)";95661;95661;2936728;18;"2005.0";4149;"689875460";"9.78068987546e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";17;0
8611;"On the Genealogy of Morals";80449;80449;13751223;203;"1887.0";2923;"019283617X";"9.78019283618e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
8612;"Hellblazer: Original Sins";133017;133017;128139;14;"1988.0";5689;"1563890526";"9.78156389053e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;0
8613;"Happy Accidents: A Memoir";10604115;10604115;16463829;14;"2011.0";5690;"1401341764";"9.78140134176e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
8614;"Dawn of Wonder (The Wakening, #1)";25451852;25451852;45216688;4;"2015.0";5691;"";"";"eng";0;"https://images.gr-assets.com/books/1450681609m/25451852.jpg";"https://images.gr-assets.com/books/1450681609s/25451852.jpg";11;0
8615;"Celebrity in Death (In Death, #34)";13007638;13007638;16243683;36;"2012.0";2792;"749955910";"9.78074995592e+12";"eng";0;"https://images.gr-assets.com/books/1328318908m/13007638.jpg";"https://images.gr-assets.com/books/1328318908s/13007638.jpg";9;0
8616;"The Martian";18007564;18007564;21825181;148;"2012.0";2408;"804139024";"9.78080413902e+12";"eng";423344;"https://images.gr-assets.com/books/1413706054m/18007564.jpg";"https://images.gr-assets.com/books/1413706054s/18007564.jpg";3;4231020
8617;"The 13e Lives of Captain Bluebear (Zamonia, #1)";62032;62032;1482372;60;"1999.0";5693;"1585678449";"9.78158567844e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
8618;"The Wives of Henry VIII";530793;530793;1037620;39;"1992.0";3937;"140132937";"9.78067973002e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;0
8619;"Every Thing on It";10659536;10659536;15568720;10;"2011.0";2340;"61998168";"9.78006199816e+12";"";0;"https://images.gr-assets.com/books/1331416624m/10659536.jpg";"https://images.gr-assets.com/books/1331416624s/10659536.jpg";4;0
8620;"The Snowman";489972;489972;2499762;50;"1978.0";5694;"394839730";"9.78039483974e+12";"eng";0;"https://images.gr-assets.com/books/1355497688m/489972.jpg";"https://images.gr-assets.com/books/1355497688s/489972.jpg";4;0
8621;"Nash (Marked Men, #4)";18655937;18655937;26470551;15;"2014.0";3189;"62333046";"9.78006233305e+12";"";0;"https://images.gr-assets.com/books/1391031509m/18655937.jpg";"https://images.gr-assets.com/books/1391031509s/18655937.jpg";3;0
8622;"Just One Drop (The Grey Wolves, #3)";13363270;13363270;18591913;8;"2012.0";4349;"";"";"en-GB";0;"https://images.gr-assets.com/books/1325565121m/13363270.jpg";"https://images.gr-assets.com/books/1325565121s/13363270.jpg";4;0
8623;"Billions & Billions: Thoughts on Life and Death at the Brink of the Millennium";61665;61665;1321045;30;"1997.0";2885;"345379187";"9.78034537918e+12";"";0;"https://images.gr-assets.com/books/1366573520m/61665.jpg";"https://images.gr-assets.com/books/1366573520s/61665.jpg";2;0
8624;"Rough Country (Virgil Flowers, #3)";6433836;6433836;6623336;27;"2009.0";3258;"399155988";"9.78039915599e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
8625;"Rabbit Redux (Rabbit Angstrom #2)";46917;46917;864749;52;"1971.0";3490;"449911934";"9.78044991194e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
8626;"Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion)";78408;78408;126288;19;"2002.0";2541;"60562250";"9.78006056225e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";1;0
8627;"Ross Poldark (Poldark, #1)";194618;25365667;364846;59;"1945.0";5695;"330344951";"9.78033034495e+12";"eng";0;"https://images.gr-assets.com/books/1360785361m/194618.jpg";"https://images.gr-assets.com/books/1360785361s/194618.jpg";11;0
8628;"Orphan X (Orphan X, #1)";25663888;25663888;45486802;39;"2016.0";5696;"1250067847";"9.78125006784e+12";"eng";0;"https://images.gr-assets.com/books/1435262799m/25663888.jpg";"https://images.gr-assets.com/books/1435262799s/25663888.jpg";9;0
8629;"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)";11757975;11757975;16708410;26;"2011.0";5697;"";"";"eng";0;"https://images.gr-assets.com/books/1398783845m/11757975.jpg";"https://images.gr-assets.com/books/1398783845s/11757975.jpg";10;0
8630;"Blockade Billy";7940591;7940591;11366182;19;"2010.0";2358;"1587672286";"9.78158767229e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";1;0
8631;"The Matlock Paper";31271;31271;3351575;55;"1973.0";2462;"752858637";"9.78075285863e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
8632;"Breakfast with Buddha";736376;736376;2270861;16;"2007.0";5698;"1565125525";"9.78156512552e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;0
8633;"The Twelve Caesars";29022;29022;372997;232;"119.0";5699;"140449213";"9.78014044921e+12";"eng";0;"https://images.gr-assets.com/books/1347187766m/29022.jpg";"https://images.gr-assets.com/books/1347187766s/29022.jpg";1;0
8634;"The Martian";18007564;18007564;21825181;148;"2012.0";2408;"804139024";"9.78080413902e+12";"eng";423344;"https://images.gr-assets.com/books/1413706054m/18007564.jpg";"https://images.gr-assets.com/books/1413706054s/18007564.jpg";3;4231020
8635;"Sharpe's Rifles (Sharpe, #6)";360562;360562;2918547;14;"1988.0";3466;"140294295";"9.78014029429e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
8636;"Vector Prime (Star Wars: The New Jedi Order, #1)";192214;192214;2799032;26;"1999.0";3263;"345479335";"9.78034547933e+12";"eng";0;"https://images.gr-assets.com/books/1412181316m/192214.jpg";"https://images.gr-assets.com/books/1412181316s/192214.jpg";17;0
8637;"Touching Darkness (Midnighters, #2)";24767;24767;944240;31;"2005.0";2435;"60519568";"9.78006051957e+12";"en-US";0;"https://images.gr-assets.com/books/1315537376m/24767.jpg";"https://images.gr-assets.com/books/1315537376s/24767.jpg";8;0
8638;"Revenge of the Spellmans (The Spellmans, #3)";3545387;3545387;3587409;25;"2009.0";4444;"1416593381";"9.78141659339e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
8639;"Detroit: An American Autopsy";15811520;15811520;21536784;10;"2013.0";5701;"1594205345";"9.78159420535e+12";"eng";0;"https://images.gr-assets.com/books/1350363602m/15811520.jpg";"https://images.gr-assets.com/books/1350363602s/15811520.jpg";3;0
8640;"Gaudy Night (Lord Peter Wimsey, #12)";93575;93575;341789;72;"1935.0";4221;"61043494";"9.7800610435e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
8641;"Kings Rising (Captive Prince, #3)";17158532;17158532;23581990;14;"2016.0";4792;"174348495X";"9.78174348495e+12";"eng";0;"https://images.gr-assets.com/books/1454160767m/17158532.jpg";"https://images.gr-assets.com/books/1454160767s/17158532.jpg";2;0
8642;"Rival (Fall Away, #2)";18129852;18129852;25465053;17;"2014.0";3371;"";"";"eng";0;"https://images.gr-assets.com/books/1394971101m/18129852.jpg";"https://images.gr-assets.com/books/1394971101s/18129852.jpg";3;0
8643;"Mortal Engines (The Hungry City Chronicles, #1)";287861;287861;3981652;51;"2001.0";5702;"60082097";"9.78006008209e+12";"eng";0;"https://images.gr-assets.com/books/1352173057m/287861.jpg";"https://images.gr-assets.com/books/1352173057s/287861.jpg";11;0
8644;"Private London (Private #4)";10399742;10399742;15303665;34;"2011.0";2472;"1846058317";"9.78184605832e+12";"eng";0;"https://images.gr-assets.com/books/1328415596m/10399742.jpg";"https://images.gr-assets.com/books/1328415596s/10399742.jpg";13;0
8645;"Blood Cross (Jane Yellowrock, #2)";6659254;6659254;6853921;13;"2010.0";4885;"451463072";"9.78045146307e+12";"eng";0;"https://images.gr-assets.com/books/1255066735m/6659254.jpg";"https://images.gr-assets.com/books/1255066735s/6659254.jpg";13;0
8646;"Spying in High Heels (High Heels, #1)";204479;204479;197869;22;"2006.0";5703;"";"9.7809848574e+12";"eng";0;"https://images.gr-assets.com/books/1327885046m/204479.jpg";"https://images.gr-assets.com/books/1327885046s/204479.jpg";1;0
8647;"The Lady in the Lake (Philip Marlowe, #4)";776159;776159;1939840;129;"1943.0";2948;"394758250";"9.78039475825e+12";"eng";0;"https://images.gr-assets.com/books/1501530591m/776159.jpg";"https://images.gr-assets.com/books/1501530591s/776159.jpg";11;0
8648;"I Love You Through and Through";232958;232958;225642;10;"2005.0";5704;"439673631";"9.78043967363e+12";"";0;"https://images.gr-assets.com/books/1328866587m/232958.jpg";"https://images.gr-assets.com/books/1328866587s/232958.jpg";4;0
8649;"Crash & Burn (Tessa Leoni, #3)";22571612;22571612;41907960;38;"2015.0";3677;"525954562";"9.78052595457e+12";"eng";0;"https://images.gr-assets.com/books/1403630851m/22571612.jpg";"https://images.gr-assets.com/books/1403630851s/22571612.jpg";12;0
8650;"Justice, Volume 1";616318;616318;169058;6;"2006.0";5705;"1401211038";"9.78140121104e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;0
8651;"River of Blue Fire (Otherland, #2)";10084;10084;1003667;20;"1998.0";3452;"886778441";"9.78088677845e+12";"eng";0;"https://images.gr-assets.com/books/1309992269m/10084.jpg";"https://images.gr-assets.com/books/1309992269s/10084.jpg";3;0
8652;"The Wind Singer (Wind on Fire, #1)";295169;295169;2919537;54;"2000.0";5706;"786814179";"9.78078681418e+12";"eng";0;"https://images.gr-assets.com/books/1293635554m/295169.jpg";"https://images.gr-assets.com/books/1293635554s/295169.jpg";1;0
8653;"The End of Mr. Y";93436;93436;1535663;52;"2006.0";5707;"156031612";"9.78015603162e+12";"en-US";0;"https://images.gr-assets.com/books/1389137862m/93436.jpg";"https://images.gr-assets.com/books/1389137862s/93436.jpg";7;0
8654;"Gentlemen of the Road";587638;587638;2636942;36;"2007.0";2632;"345501748";"9.78034550174e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
8655;"Those Guys Have All the Fun: Inside the World of ESPN";9476510;9476510;14361764;12;"2011.0";5441;"316043001";"9.78031604301e+12";"en-US";0;"https://images.gr-assets.com/books/1344271458m/9476510.jpg";"https://images.gr-assets.com/books/1344271458s/9476510.jpg";5;0
8656;"Big Fish";129984;129984;855961;48;"1998.0";5708;"743484258";"9.78074348425e+12";"en-GB";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
8657;"Breakable (Contours of the Heart, #2)";17936925;17936925;25147432;27;"2014.0";2672;"425266869";"9.78042526686e+12";"eng";0;"https://images.gr-assets.com/books/1384787127m/17936925.jpg";"https://images.gr-assets.com/books/1384787127s/17936925.jpg";12;0
8658;"The Death of Bees";15818333;15818333;18334314;24;"2012.0";5709;"62209841";"9.78006220985e+12";"eng";0;"https://images.gr-assets.com/books/1358353202m/15818333.jpg";"https://images.gr-assets.com/books/1358353202s/15818333.jpg";4;0
8659;"Bella Tuscany";531421;531421;519013;26;"1999.0";2486;"076790284X";"9.78076790285e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
8660;"Black Dawn (The Morganville Vampires, #12)";9526658;9526658;14412693;18;"2012.0";3185;"451236718";"9.78045123672e+12";"eng";0;"https://images.gr-assets.com/books/1318112062m/9526658.jpg";"https://images.gr-assets.com/books/1318112062s/9526658.jpg";2;0
8661;"Through My Eyes";9670094;9670094;14557905;16;"2011.0";5710;"62007289";"9.78006200728e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
8662;"Parable of the Talents (Earthseed, #2)";60932;60932;249012;24;"1998.0";3532;"446610380";"9.78044661038e+12";"eng";0;"https://images.gr-assets.com/books/1170553715m/60932.jpg";"https://images.gr-assets.com/books/1170553715s/60932.jpg";10;0
8663;"Locke & Key, Vol. 6: Alpha & Omega";16164271;16164271;22007627;13;"2014.0";3061;"1613778538";"9.78161377853e+12";"eng";0;"https://images.gr-assets.com/books/1391443566m/16164271.jpg";"https://images.gr-assets.com/books/1391443566s/16164271.jpg";14;0
8664;"Empire of the Sun (Empire of the Sun, #1)";56674;56674;55232;82;"1984.0";4895;"";"9.78074326523e+12";"";0;"https://images.gr-assets.com/books/1338519188m/56674.jpg";"https://images.gr-assets.com/books/1338519188s/56674.jpg";3;0
8665;"The Country Mouse and the City Mouse; The Fox and the Crow; The Dog and His Bone";1034605;1034605;1020930;2;"1961.0";5711;"307020754";"";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
8666;"Dark Star Safari: Overland from Cairo to Cape Town";28239;28239;1832876;28;"2002.0";5246;"618446877";"9.78061844687e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
8667;"Crystal Singer (Crystal Singer, #1)";653711;653711;1173956;30;"1982.0";2929;"345327861";"9.78034532786e+12";"en-US";0;"https://images.gr-assets.com/books/1403186691m/653711.jpg";"https://images.gr-assets.com/books/1403186691s/653711.jpg";12;0
8668;"The Assassin and the Underworld (Throne of Glass, #0.4)";13546173;13546173;19111271;12;"2012.0";2561;"";"";"eng";0;"https://images.gr-assets.com/books/1336062984m/13546173.jpg";"https://images.gr-assets.com/books/1336062984s/13546173.jpg";12;0
8669;"If You Give a Cat a Cupcake";2865944;2865944;2330655;10;"2008.0";2594;"60283246";"9.78006028325e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
8670;"Darth Plagueis";11099729;11099729;15371735;24;"2012.0";5712;"034551128X";"9.78034551129e+12";"eng";0;"https://images.gr-assets.com/books/1405546262m/11099729.jpg";"https://images.gr-assets.com/books/1405546262s/11099729.jpg";12;0
8671;"The Rainbow Comes and Goes: A Mother and Son On Life, Love, and Loss";26072609;26072609;46009964;14;"2016.0";5713;"006245496X";"9.78006245497e+12";"eng";0;"https://images.gr-assets.com/books/1456162664m/26072609.jpg";"https://images.gr-assets.com/books/1456162664s/26072609.jpg";4;0
8672;"Underground Airlines";23208397;32940838;42751755;21;"2016.0";4654;"316261246";"9.78031626124e+12";"eng";0;"https://images.gr-assets.com/books/1443732702m/23208397.jpg";"https://images.gr-assets.com/books/1443732702s/23208397.jpg";17;0
8673;"Raven Black (Shetland Island, #1)";644655;644655;2327400;40;"2006.0";5714;"312359667";"9.78031235967e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";13;0
8674;"Infamous (Chronicles of Nick, #3)";12019355;12019355;15448653;17;"2012.0";3243;"1250002826";"9.78125000282e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
8675;"Having Our Say: The Delany Sisters' First 100 Years";792938;792938;1240854;16;"1993.0";5715;"440220424";"9.78044022043e+12";"en-US";0;"https://images.gr-assets.com/books/1403192701m/792938.jpg";"https://images.gr-assets.com/books/1403192701s/792938.jpg";2;0
8676;"Lush Life";1862313;1862313;2886449;28;"2008.0";5716;"374299250";"9.78037429926e+12";"eng";0;"https://images.gr-assets.com/books/1316137153m/1862313.jpg";"https://images.gr-assets.com/books/1316137153s/1862313.jpg";12;0
8677;"What's Eating Gilbert Grape";152662;152662;1147214;22;"1991.0";5717;"671038540";"9.78067103854e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
8678;"Curtsies & Conspiracies (Finishing School, #2)";15723286;15723286;21398040;26;"2013.0";3246;"";"";"eng";0;"https://images.gr-assets.com/books/1359660588m/15723286.jpg";"https://images.gr-assets.com/books/1359660588s/15723286.jpg";10;0
8679;"The Truth According to Us";22551743;22551743;42009412;29;"2015.0";5718;"385342942";"9.78038534294e+12";"eng";0;"https://images.gr-assets.com/books/1465284604m/22551743.jpg";"https://images.gr-assets.com/books/1465284604s/22551743.jpg";13;0
8680;"Reunion (Redemption, #5)";11432;11432;2988535;27;"2004.0";4219;"842386882";"9.78084238688e+12";"en-US";0;"https://images.gr-assets.com/books/1406506549m/11432.jpg";"https://images.gr-assets.com/books/1406506549s/11432.jpg";7;0
8681;"More Tales of the City (Tales of the City, #2)";16256;16256;2569715;34;"1980.0";4032;"055299877X";"9.78055299877e+12";"en-GB";0;"https://images.gr-assets.com/books/1347443502m/16256.jpg";"https://images.gr-assets.com/books/1347443502s/16256.jpg";2;0
8682;"Therese Raquin";110871;110871;1656117;108;"1867.0";4543;"140449442";"9.78014044944e+12";"eng";0;"https://images.gr-assets.com/books/1282318692m/110871.jpg";"https://images.gr-assets.com/books/1282318692s/110871.jpg";16;0
8683;"The Night Strangers";10209997;10209997;15109428;16;"2011.0";2691;"307394999";"9.780307395e+12";"eng";0;"https://images.gr-assets.com/books/1308866180m/10209997.jpg";"https://images.gr-assets.com/books/1308866180s/10209997.jpg";10;0
8684;"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)";17557143;33393313;24989372;13;"2013.0";5719;"";"";"eng";0;"https://images.gr-assets.com/books/1362454880m/17557143.jpg";"https://images.gr-assets.com/books/1362454880s/17557143.jpg";11;0
8685;"Behind Her Eyes";28965131;28965131;49193186;30;"2017.0";5720;"125011117X";"9.78125011117e+12";"eng";0;"https://images.gr-assets.com/books/1485279813m/28965131.jpg";"https://images.gr-assets.com/books/1485279813s/28965131.jpg";10;0
8686;"The King in Yellow and Other Horror Stories";129798;129798;954927;341;"1895.0";5721;"486437507";"9.78048643751e+12";"eng";0;"https://images.gr-assets.com/books/1416873291m/129798.jpg";"https://images.gr-assets.com/books/1416873291s/129798.jpg";5;0
8687;"H.M.S. Surprise";77427;77427;1200332;63;"1973.0";3772;"393307611";"9.78039330761e+12";"eng";0;"https://images.gr-assets.com/books/1453820127m/77427.jpg";"https://images.gr-assets.com/books/1453820127s/77427.jpg";14;0
8688;"The Virtue of Selfishness: A New Concept of Egoism";665;665;443285;53;"1961.0";2481;"451163931";"9.78045116394e+12";"eng";0;"https://images.gr-assets.com/books/1425001997m/665.jpg";"https://images.gr-assets.com/books/1425001997s/665.jpg";12;0
8689;"Twenty Wishes (Blossom Street, #5)";2449962;2449962;4084010;47;"2008.0";4459;"778325504";"9.7807783255e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;0
8690;"Through Black Spruce";3479967;3479967;3521296;22;"2008.0";4799;"670020575";"9.78067002058e+12";"en-US";0;"https://images.gr-assets.com/books/1480136683m/3479967.jpg";"https://images.gr-assets.com/books/1480136683s/3479967.jpg";7;0
8691;"One Good Dog";6928893;6928893;10475576;18;"2010.0";5722;"312571259";"9.78031257125e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
8692;"Sexing the Cherry";15050;15050;922184;40;"1989.0";3615;"802135781";"9.78080213578e+12";"eng";0;"https://images.gr-assets.com/books/1328824090m/15050.jpg";"https://images.gr-assets.com/books/1328824090s/15050.jpg";16;0
8693;"The Murderer's Daughters";6674372;6674372;6869461;25;"2009.0";5723;"312576986";"9.78031257698e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
8694;"Strangers in Death (In Death, #26)";1158706;1158706;2501504;42;"2008.0";2792;"399154701";"9.78039915471e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
8695;"The Archived (The Archived, #1)";10929432;10929432;15846509;15;"2013.0";5559;"1423157311";"9.78142315731e+12";"eng";0;"https://images.gr-assets.com/books/1338729878m/10929432.jpg";"https://images.gr-assets.com/books/1338729878s/10929432.jpg";7;0
8696;"Glengarry Glen Ross";251446;251446;14477;19;"1983.0";5724;"802130917";"9.78080213091e+12";"eng";0;"https://images.gr-assets.com/books/1396078804m/251446.jpg";"https://images.gr-assets.com/books/1396078804s/251446.jpg";6;0
8697;"The Island of the Day Before";10506;10506;1792697;114;"1994.0";2579;"156030373";"9.78015603037e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
8698;"The Sound of Gravel";25332115;25332115;45067930;8;"2016.0";5725;"1250077699";"9.78125007769e+12";"eng";0;"https://images.gr-assets.com/books/1436200674m/25332115.jpg";"https://images.gr-assets.com/books/1436200674s/25332115.jpg";6;0
8699;"The Complete Adventures of Peter Rabbit";194870;194870;2286967;11;"1982.0";2680;"072324734X";"9.78072324734e+12";"eng";0;"https://images.gr-assets.com/books/1309201736m/194870.jpg";"https://images.gr-assets.com/books/1309201736s/194870.jpg";11;0
8700;"A Charlie Brown Christmas";1275105;1275105;3260020;59;"1965.0";5726;"606300538";"9.78060630054e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;0
8701;"Sin City: Una Dura Despedida, #1 de 3";280958;280958;21370899;2;"1991.0";2642;"9509051373";"9.78950905138e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
8702;"Hostage to Pleasure (Psy-Changeling, #5)";3115070;3115070;3146356;27;"2008.0";3624;"425223256";"9.78042522325e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;0
8703;"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx";385255;385255;909535;13;"2003.0";5727;"743254430";"9.78074325443e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;0
8704;"Resurrection";42641;42641;1491227;411;"1899.0";2424;"735102864";"9.78073510287e+12";"eng";0;"https://images.gr-assets.com/books/1335874776m/42641.jpg";"https://images.gr-assets.com/books/1335874776s/42641.jpg";11;0
