"id";"title";"goodreads_book_id";"best_book_id";"work_id";"books_count";"original_publication_year";"author_id";"isbn";"isbn13";"language_code";"likes";"image_url";"small_image_url";"genre_id";"dislikes"
5228;"Developing the Leader Within You";183554;183554;177444;44;"1993.0";3534;"785281126";"9.78078528112e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;0
5229;"That Hideous Strength (Space Trilogy, #3)";100933;100933;964487;80;"1945.0";2328;"7157177";"9.78000715717e+12";"en-GB";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";13;0
5230;"The Bees";18652002;18652002;26457997;44;"2014.0";4553;"62331159";"9.78006233115e+12";"eng";0;"https://images.gr-assets.com/books/1384018069m/18652002.jpg";"https://images.gr-assets.com/books/1384018069s/18652002.jpg";15;0
5231;"Ape House";2458340;2458340;3441259;53;"2010.0";2337;"385664443";"9.78038566445e+12";"eng";0;"https://images.gr-assets.com/books/1328023833m/2458340.jpg";"https://images.gr-assets.com/books/1328023833s/2458340.jpg";8;0
5232;"Polgara the Sorceress (Malloreon)";18884;18884;968051;20;"1997.0";3067;"345422554";"9.78034542255e+12";"";0;"https://images.gr-assets.com/books/1403179783m/18884.jpg";"https://images.gr-assets.com/books/1403179783s/18884.jpg";4;0
5233;"China Rich Girlfriend (Crazy Rich Asians #2)";22674105;22674105;42179165;27;"2015.0";3286;"385539088";"9.78038553908e+12";"eng";0;"https://images.gr-assets.com/books/1419179404m/22674105.jpg";"https://images.gr-assets.com/books/1419179404s/22674105.jpg";8;0
5234;"A Woman After God's Own Heart";216304;216304;830280;25;"1997.0";4554;"736918833";"9.78073691883e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5235;"State of the Union (Scot Harvath, #3)";206195;206195;702577;21;"2004.0";4313;"1416543694";"9.7814165437e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";1;0
5236;"The Good House";15793186;15793186;21515150;29;"2013.0";4555;"1250015545";"9.78125001555e+12";"en-GB";0;"https://images.gr-assets.com/books/1392668194m/15793186.jpg";"https://images.gr-assets.com/books/1392668194s/15793186.jpg";15;0
5237;"Bless Me, Ultima";14362;14362;1828689;34;"1972.0";4556;"446675369";"9.78044667537e+12";"en-US";0;"https://images.gr-assets.com/books/1474056548m/14362.jpg";"https://images.gr-assets.com/books/1474056548s/14362.jpg";14;0
5238;"Glamorama";9913;9913;2115530;60;"1998.0";2621;"375703845";"9.78037570384e+12";"eng";0;"https://images.gr-assets.com/books/1403179508m/9913.jpg";"https://images.gr-assets.com/books/1403179508s/9913.jpg";4;0
5239;"F is for Fugitive (Kinsey Millhone, #6)";169211;169211;900874;62;"1988.0";2785;"312939043";"9.78031293904e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5240;"The Redeemer (Harry Hole, #6)";2033352;2033352;2038062;129;"2005.0";3203;"8770530688";"9.78877053068e+12";"dan";0;"https://images.gr-assets.com/books/1418343566m/2033352.jpg";"https://images.gr-assets.com/books/1418343566s/2033352.jpg";3;0
5241;"Silk";61264;61264;116061;160;"1996.0";4557;"375703829";"9.78037570383e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;0
5242;"A Secret Kept";7963208;7963208;11870076;63;"2009.0";2467;"312593317";"9.78031259332e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5243;"The Remnant (Left Behind, #10)";27530;27530;2172654;32;"2002.0";2627;"842332308";"9.78084233231e+12";"en-US";0;"https://images.gr-assets.com/books/1406506156m/27530.jpg";"https://images.gr-assets.com/books/1406506156s/27530.jpg";7;0
5244;"The Baron in the Trees";9804;9804;865256;110;"1957.0";3316;"156106809";"9.7801561068e+12";"eng";0;"https://images.gr-assets.com/books/1344432724m/9804.jpg";"https://images.gr-assets.com/books/1344432724s/9804.jpg";2;0
5245;"Twilight: The Graphic Novel, Vol. 2  (Twilight: The Graphic Novel, #2)";11450360;11450360;16377478;19;"2011.0";2305;"316133191";"9.7803161332e+12";"en-US";0;"https://images.gr-assets.com/books/1327891963m/11450360.jpg";"https://images.gr-assets.com/books/1327891963s/11450360.jpg";14;0
5246;"Raw (RAW Family, #1)";18468559;20421367;26129516;7;"2014.0";4558;"";"2.94014886112e+12";"eng";0;"https://images.gr-assets.com/books/1380531971m/18468559.jpg";"https://images.gr-assets.com/books/1380531971s/18468559.jpg";14;0
5247;"The Great Book of Amber (The Chronicles of Amber, #1-10)";5367;5367;8810;5;"1999.0";3684;"380809060";"9.78038080907e+12";"eng";0;"https://images.gr-assets.com/books/1165519096m/5367.jpg";"https://images.gr-assets.com/books/1165519096s/5367.jpg";10;0
5248;"The Darkest Lie (Lords of the Underworld #6)";7519472;7519472;6954933;37;"2010.0";3333;"778303829";"9.78077830382e+12";"eng";0;"https://images.gr-assets.com/books/1333828376m/7519472.jpg";"https://images.gr-assets.com/books/1333828376s/7519472.jpg";11;0
5249;"Czas pogardy ";68453;68453;1877759;78;"1995.0";3401;"8370540910";"9.78837054091e+12";"pol";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;0
5250;"That Boy (That Boy, #1)";11382346;16168721;16313871;9;"2011.0";4559;"";"9.78061540899e+12";"eng";0;"https://images.gr-assets.com/books/1305572809m/11382346.jpg";"https://images.gr-assets.com/books/1305572809s/11382346.jpg";6;0
5251;"The Dressmaker";12384157;12384157;17046432;29;"2012.0";4560;"385535589";"9.78038553559e+12";"eng";0;"https://images.gr-assets.com/books/1314819502m/12384157.jpg";"https://images.gr-assets.com/books/1314819502s/12384157.jpg";10;0
5252;"Paradise (Second Opportunities, #1)";16006;16006;967548;42;"1991.0";3995;"743474163";"9.78074347416e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
5253;"Jumanji";525995;525995;428054;27;"1981.0";2692;"395304482";"9.78039530449e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5254;"Replay";341735;341735;1804797;49;"1986.0";4561;"068816112X";"9.78068816112e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;0
5255;"Incognito: The Secret Lives of the Brain";9827912;9827912;14423132;50;"2011.0";4562;"307377334";"9.78030737733e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;0
5256;"Death by Black Hole - And Other Cosmic Quandaries";22543;20663770;1204936;26;"2006.0";4563;"393062244";"9.78039306224e+12";"eng";0;"https://images.gr-assets.com/books/1395019749m/22543.jpg";"https://images.gr-assets.com/books/1395019749s/22543.jpg";1;0
5257;"The Edible Woman";133445;133445;1007843;65;"1969.0";2393;"385491069";"9.78038549107e+12";"";0;"https://images.gr-assets.com/books/1320439047m/133445.jpg";"https://images.gr-assets.com/books/1320439047s/133445.jpg";8;0
5258;"The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution";17977;17977;3135643;37;"2004.0";2609;"061861916X";"9.78061861916e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
5259;"Heartless";18584855;18584855;26322524;35;"2016.0";2478;"1250044650";"9.78125004466e+12";"eng";0;"https://images.gr-assets.com/books/1477740245m/18584855.jpg";"https://images.gr-assets.com/books/1477740245s/18584855.jpg";10;0
5260;"The Pigman (The Pigman, #1)";128092;128092;1948820;44;"1968.0";4564;"60757353";"9.78006075736e+12";"eng";0;"https://images.gr-assets.com/books/1393796714m/128092.jpg";"https://images.gr-assets.com/books/1393796714s/128092.jpg";17;0
5261;"Deep Storm (Jeremy Logan, #1)";39026;39026;1410754;58;"2007.0";4565;"385515502";"9.7803855155e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";13;0
5262;"Abandon (Abandon, #1)";9397967;9397967;11351526;33;"2011.0";2622;"545284104";"9.7805452841e+12";"eng";0;"https://images.gr-assets.com/books/1324767084m/9397967.jpg";"https://images.gr-assets.com/books/1324767084s/9397967.jpg";3;0
5263;"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)";97898;97898;5913140;49;"2003.0";2623;"1400031818";"9.78140003182e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5264;"How to Marry a Millionaire Vampire (Love at Stake, #1)";263179;263179;255117;28;"2005.0";4566;"60751967";"9.78006075197e+12";"eng";0;"https://images.gr-assets.com/books/1343779854m/263179.jpg";"https://images.gr-assets.com/books/1343779854s/263179.jpg";5;0
5265;"The Foot Book: Dr. Seuss's Wacky Book of Opposites (Bright and Early Board Books)";105548;105548;519772;26;"1968.0";2418;"679882804";"9.7806798828e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
5266;"Beautiful Bitch (Beautiful Bastard, #1.5)";17831616;17831616;24948170;25;"2013.0";2938;"";"";"en-US";0;"https://images.gr-assets.com/books/1368101793m/17831616.jpg";"https://images.gr-assets.com/books/1368101793s/17831616.jpg";15;0
5267;"The Recruit (Cherub, #1)";1166131;1166131;1153817;38;"2004.0";4567;"068987779X";"9.7806898778e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";1;0
5268;"Anatomy for the Artist";327242;327242;317880;5;"2001.0";4568;"078948045X";"6.35517080452e+11";"en-US";0;"https://images.gr-assets.com/books/1309295064m/327242.jpg";"https://images.gr-assets.com/books/1309295064s/327242.jpg";8;0
5269;"Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem";38412;38412;38182;80;"1997.0";4569;"385493622";"9.78038549363e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
5270;"The Christmas Box (The Christmas Box, #1)";161361;161361;2493019;41;"1993.0";4332;"684832356";"9.78068483236e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;0
5271;"My Blood Approves (My Blood Approves, #1)";8046350;30123368;12688312;32;"2010.0";3127;"557364639";"9.78055736463e+12";"eng";0;"https://images.gr-assets.com/books/1282351187m/8046350.jpg";"https://images.gr-assets.com/books/1282351187s/8046350.jpg";11;0
5272;"Until November (Until, #1)";18341046;18341046;25808543;16;"2013.0";4570;"";"";"eng";0;"https://images.gr-assets.com/books/1376867667m/18341046.jpg";"https://images.gr-assets.com/books/1376867667s/18341046.jpg";9;0
5273;"The Bloody Chamber and Other Stories";49011;49011;47950;46;"1979.0";4571;"014017821X";"9.78014017821e+12";"eng";0;"https://images.gr-assets.com/books/1388633104m/49011.jpg";"https://images.gr-assets.com/books/1388633104s/49011.jpg";3;0
5274;"A Cook's Tour: Global Adventures in Extreme Cuisines";86856;86856;107052;38;"2001.0";2663;"60012781";"9.78006001279e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;0
5275;"The Power of Art";19797;19797;20998;11;"2006.0";4572;"61176109";"9.7800611761e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;0
5276;"Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings";20257122;20257122;28068934;46;"2014.0";4573;"1602862567";"9.78160286256e+12";"eng";0;"https://images.gr-assets.com/books/1387770620m/20257122.jpg";"https://images.gr-assets.com/books/1387770620s/20257122.jpg";3;0
5277;"Born in Shame (Born In Trilogy, #3)";98405;98405;1612568;66;"1996.0";2831;"051511779X";"9.78051511779e+12";"en-GB";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5278;"Return to Paradise (Leaving Paradise, #2)";7797874;7797874;10770784;18;"2010.0";2633;"738718688";"9.78073871868e+12";"eng";0;"https://images.gr-assets.com/books/1271357819m/7797874.jpg";"https://images.gr-assets.com/books/1271357819s/7797874.jpg";3;0
5279;"My Heart and Other Black Holes";18336965;18336965;25887622;39;"2015.0";4574;"";"";"eng";0;"https://images.gr-assets.com/books/1415056175m/18336965.jpg";"https://images.gr-assets.com/books/1415056175s/18336965.jpg";9;0
5280;"Girl in a Band";22693211;22693211;42205774;26;"2015.0";4575;"62295896";"9.7800622959e+12";"eng";0;"https://images.gr-assets.com/books/1412840109m/22693211.jpg";"https://images.gr-assets.com/books/1412840109s/22693211.jpg";5;0
5281;"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)";2272813;2272813;2278833;31;"2008.0";4247;"525478922";"9.78052547893e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";9;0
5282;"Book of the Dead (Kay Scarpetta, #15)";6526;6526;3602953;80;"2007.0";2629;"399153934";"9.78039915394e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;0
5283;"The Hero With a Thousand Faces";588138;588138;971054;86;"1949.0";3686;"691017840";"9.78069101785e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;0
5284;"Bad Blood (Virgil Flowers, #4)";7713965;7713965;10441968;30;"2010.0";3258;"399156909";"9.78039915691e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5285;"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)";8964;8964;11859;11;"1997.0";4576;"1577780728";"9.78157778072e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
5286;"Cooked: A Natural History of Transformation";15811496;15811496;21536760;30;"2013.0";2653;"1594204217";"9.78159420421e+12";"eng";0;"https://images.gr-assets.com/books/1350939053m/15811496.jpg";"https://images.gr-assets.com/books/1350939053s/15811496.jpg";12;0
5287;"Daughter of the Blood (The Black Jewels #1)";47956;47956;353853;25;"1998.0";4381;"451456718";"9.78045145672e+12";"eng";0;"https://images.gr-assets.com/books/1400569100m/47956.jpg";"https://images.gr-assets.com/books/1400569100s/47956.jpg";2;0
5288;"The Lost Gate (Mither Mages, #1)";9265891;9265891;3300232;25;"2011.0";2356;"765326574";"9.78076532658e+12";"en-US";0;"https://images.gr-assets.com/books/1312042223m/9265891.jpg";"https://images.gr-assets.com/books/1312042223s/9265891.jpg";13;0
5289;"Police (Harry Hole, #10)";18142329;18142329;21962567;102;"2013.0";3203;"307960498";"9.7803079605e+12";"eng";0;"https://images.gr-assets.com/books/1373049226m/18142329.jpg";"https://images.gr-assets.com/books/1373049226s/18142329.jpg";5;0
5290;"Vittorio, The Vampire (New Tales of the Vampires, #2)";31342;31342;2926086;52;"1999.0";2448;"5559609129";"9.78555960913e+12";"eng";0;"https://images.gr-assets.com/books/1289014320m/31342.jpg";"https://images.gr-assets.com/books/1289014320s/31342.jpg";13;0
5291;"Fushigi Y�gi: The Mysterious Play, Vol. 1: Priestess";568592;568592;2389949;14;"1992.0";3918;"1569314063";"9.78156931407e+12";"eng";0;"https://images.gr-assets.com/books/1459065488m/568592.jpg";"https://images.gr-assets.com/books/1459065488s/568592.jpg";12;0
5292;"The Lace Reader (The Lace Reader, #1)";1951125;1951125;3208367;63;"2006.0";4577;"097915930X";"9.7809791593e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
5293;"Anne Rice's The Tale of the Body Thief (A Graphic Novel)";43818;43818;43216;2;"2000.0";3052;"970398107";"9.78097039811e+12";"eng";0;"https://images.gr-assets.com/books/1316019640m/43818.jpg";"https://images.gr-assets.com/books/1316019640s/43818.jpg";2;0
5294;"The Lone Ranger and Tonto Fistfight in Heaven";52873;52873;829351;21;"1993.0";2673;"802141676";"9.78080214168e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;0
5295;"A Stroke of Midnight (Merry Gentry, #4)";30226;30226;3341382;37;"2005.0";2914;"345443608";"9.7803454436e+12";"en-US";0;"https://images.gr-assets.com/books/1400966510m/30226.jpg";"https://images.gr-assets.com/books/1400966510s/30226.jpg";8;0
5296;"The Chemist";31176886;32940867;51814255;66;"2016.0";2305;"";"";"eng";0;"https://images.gr-assets.com/books/1468944057m/31176886.jpg";"https://images.gr-assets.com/books/1468944057s/31176886.jpg";10;0
5297;"Empress Orchid (Empress Orchid, #1)";139254;139254;936155;58;"2003.0";4578;"618562036";"9.78061856204e+12";"en-US";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
5298;"And Another Thing...";6359434;6359434;4857805;74;"2009.0";2463;"1401323588";"9.78140132358e+12";"eng";0;"https://images.gr-assets.com/books/1327908458m/6359434.jpg";"https://images.gr-assets.com/books/1327908458s/6359434.jpg";9;0
5299;"Monday Mourning (Temperance Brennan, #7)";181116;181116;2146233;68;"2004.0";2840;"743453018";"9.78074345301e+12";"en-US";0;"https://images.gr-assets.com/books/1452312670m/181116.jpg";"https://images.gr-assets.com/books/1452312670s/181116.jpg";17;0
5300;"Damaged (Damaged, #1)";17231976;17231976;23748095;9;"2013.0";4579;"061579615X";"9.78061579615e+12";"eng";0;"https://images.gr-assets.com/books/1363632179m/17231976.jpg";"https://images.gr-assets.com/books/1363632179s/17231976.jpg";1;0
5301;"The Princess and the Goblin  (Princess Irene and Curdie, #1)";444381;444381;3193161;326;"1872.0";4580;"140367462";"9.78014036746e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
5302;"The Preacher (Patrik Hedstr�m, #2)";9606002;9606002;1619708;111;"2004.0";3733;"1605981737";"9.78160598173e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
5303;"There's a Wocket in My Pocket!";310272;310272;2069970;25;"1974.0";2418;"7169957";"9.78000716996e+12";"en-GB";0;"https://images.gr-assets.com/books/1327448521m/310272.jpg";"https://images.gr-assets.com/books/1327448521s/310272.jpg";4;0
5304;"Midnight";64955;64955;21501050;74;"1989.0";2546;"425194515";"9.78042519452e+12";"";0;"https://images.gr-assets.com/books/1308459731m/64955.jpg";"https://images.gr-assets.com/books/1308459731s/64955.jpg";7;0
5305;"The Gatecrasher";1402668;1402668;2092905;42;"1998.0";3743;"312361270";"9.78031236127e+12";"en-GB";0;"https://images.gr-assets.com/books/1312001285m/1402668.jpg";"https://images.gr-assets.com/books/1312001285s/1402668.jpg";12;0
5306;"The Confusion (The Baroque Cycle, #2)";822;822;934263;35;"2004.0";2585;"60733357";"9.78006073335e+12";"en-US";0;"https://images.gr-assets.com/books/1407706997m/822.jpg";"https://images.gr-assets.com/books/1407706997s/822.jpg";1;0
5307;"Raising Steam (Discworld, #40, Moist von Lipwig #3 )";11275323;11275323;16202400;43;"2013.0";2500;"857522272";"9.78085752228e+12";"eng";0;"https://images.gr-assets.com/books/1375882313m/11275323.jpg";"https://images.gr-assets.com/books/1375882313s/11275323.jpg";14;0
5308;"Independent Study (The Testing, #2)";17165932;17165932;23592719;31;"2014.0";3641;"547959206";"9.78054795921e+12";"eng";0;"https://images.gr-assets.com/books/1380034496m/17165932.jpg";"https://images.gr-assets.com/books/1380034496s/17165932.jpg";14;0
5309;"X (Kinsey Millhone, #24)";24940998;24940998;44598633;28;"2015.0";2785;"399163840";"9.78039916384e+12";"eng";0;"https://images.gr-assets.com/books/1429811123m/24940998.jpg";"https://images.gr-assets.com/books/1429811123s/24940998.jpg";15;0
5310;"Lord of Light";13821;13821;1011388;66;"1967.0";3684;"60567236";"9.78006056723e+12";"en-US";0;"https://images.gr-assets.com/books/1330127327m/13821.jpg";"https://images.gr-assets.com/books/1330127327s/13821.jpg";8;0
5311;"Esio Trot";194755;194755;2410127;76;"1990.0";2419;"224064924";"9.78022406493e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;0
5312;"Hellboy, Vol. 3: The Chained Coffin and Others (Hellboy, #3)";102461;102461;412217;20;"1998.0";3288;"1593070918";"9.78159307092e+12";"eng";0;"https://images.gr-assets.com/books/1486039255m/102461.jpg";"https://images.gr-assets.com/books/1486039255s/102461.jpg";11;0
5313;"A Simple Plan";21727;21727;593515;46;"1993.0";4406;"307279952";"9.78030727996e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;0
5314;"Run for Your Life (Michael Bennett, #2)";3188186;3188186;3221117;55;"2009.0";2472;"316018740";"9.78031601875e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
5315;"Play It as It Lays";428;428;4703;35;"1970.0";2824;"374529949";"9.78037452995e+12";"eng";0;"https://images.gr-assets.com/books/1327935636m/428.jpg";"https://images.gr-assets.com/books/1327935636s/428.jpg";3;0
5316;"Dime Store Magic (Women of the Otherworld, #3)";125926;125926;2492799;46;"2004.0";2818;"553590154";"9.78055359016e+12";"eng";0;"https://images.gr-assets.com/books/1355183293m/125926.jpg";"https://images.gr-assets.com/books/1355183293s/125926.jpg";2;0
5317;"Blue Mars (Mars Trilogy, #3)";77504;77504;40711;38;"1996.0";3362;"553573357";"9.78055357335e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;0
5318;"The Valkyries";4006;4006;2260900;90;"1988.0";2326;"722533942";"9.78072253395e+12";"eng";0;"https://images.gr-assets.com/books/1414013931m/4006.jpg";"https://images.gr-assets.com/books/1414013931s/4006.jpg";10;0
5319;"The Long Way Home (Chief Inspector Armand Gamache, #10)";19561922;19561922;27690396;22;"2014.0";3194;"1250022061";"9.78125002207e+12";"eng";0;"https://images.gr-assets.com/books/1396828238m/19561922.jpg";"https://images.gr-assets.com/books/1396828238s/19561922.jpg";3;0
5320;"Please Ignore Vera Dietz";6665671;6665671;6860540;26;"2010.0";4581;"375865861";"9.78037586586e+12";"eng";0;"https://images.gr-assets.com/books/1394240671m/6665671.jpg";"https://images.gr-assets.com/books/1394240671s/6665671.jpg";17;0
5321;"Curse of the Bane (The Last Apprentice / Wardstone Chronicles, #2)";256598;256598;242692;57;"2005.0";3970;"60766212";"9.78006076621e+12";"";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
5322;"The Struggle (The Vampire Diaries, #2)";395851;395851;385351;72;"1991.0";3055;"006102001X";"9.78006102002e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;0
5323;"The Dark Highlander (Highlander, #5)";112755;112755;2203425;39;"2002.0";2906;"440237556";"9.78044023756e+12";"eng";0;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;0
