"id";"title";"original_publication_year";"author_id";"likes";"image_url";"small_image_url";"genre_id";"dislikes"
419;"Blood Promise (Vampire Academy, #4)";"2009.0";2453;231853;"https://images.gr-assets.com/books/1442530605m/5996153.jpg";"https://images.gr-assets.com/books/1442530605s/5996153.jpg";6;182401
420;"Message in a Bottle";"1998.0";2335;185116;"https://images.gr-assets.com/books/1163789140m/3478.jpg";"https://images.gr-assets.com/books/1163789140s/3478.jpg";12;132040
421;"The Paris Wife";"2011.0";2578;191850;"https://images.gr-assets.com/books/1320545874m/8683812.jpg";"https://images.gr-assets.com/books/1320545874s/8683812.jpg";1;39575
422;"Harry Potter Boxset (Harry Potter, #1-7)";"1998.0";2304;190050;"https://images.gr-assets.com/books/1392579059m/862041.jpg";"https://images.gr-assets.com/books/1392579059s/862041.jpg";12;169442
423;"The Elite (The Selection, #2)";"2013.0";2449;234247;"https://images.gr-assets.com/books/1391454595m/16248068.jpg";"https://images.gr-assets.com/books/1391454595s/16248068.jpg";15;196526
424;"The Name of the Rose";"1980.0";2579;200217;"https://images.gr-assets.com/books/1415375471m/119073.jpg";"https://images.gr-assets.com/books/1415375471s/119073.jpg";7;104145
425;"Go Ask Alice";"1971.0";2580;196677;"https://images.gr-assets.com/books/1327870536m/46799.jpg";"https://images.gr-assets.com/books/1327870536s/46799.jpg";6;16499
426;"A Confederacy of Dunces";"1980.0";2581;170776;"https://images.gr-assets.com/books/1436747103m/310612.jpg";"https://images.gr-assets.com/books/1436747103s/310612.jpg";2;146691
427;"The Importance of Being Earnest";"1895.0";2376;210630;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;9091
428;"The Mark of Athena (The Heroes of Olympus, #3)";"2012.0";2332;277491;"https://images.gr-assets.com/books/1464201354m/12127750.jpg";"https://images.gr-assets.com/books/1464201354s/12127750.jpg";16;177290
429;"The Color of Magic (Discworld, #1; Rincewind #1)";"1983.0";2500;190590;"https://images.gr-assets.com/books/1407111017m/34497.jpg";"https://images.gr-assets.com/books/1407111017s/34497.jpg";13;12396
430;"Kafka on the Shore";"2002.0";2552;167593;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;68459
431;"Red Dragon (Hannibal Lecter, #1)";"1981.0";2452;194013;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";1;164389
432;"I, Robot (Robot #0.1)";"1950.0";2497;198368;"https://images.gr-assets.com/books/1388321463m/41804.jpg";"https://images.gr-assets.com/books/1388321463s/41804.jpg";1;2200
433;"Dark Lover (Black Dagger Brotherhood, #1)";"2005.0";2582;227021;"https://images.gr-assets.com/books/1429676285m/42899.jpg";"https://images.gr-assets.com/books/1429676285s/42899.jpg";15;116583
434;"Crescendo (Hush, Hush, #2)";"2010.0";2446;226237;"https://images.gr-assets.com/books/1362408146m/7791997.jpg";"https://images.gr-assets.com/books/1362408146s/7791997.jpg";6;120899
435;"Before I Fall";"2010.0";2499;220160;"https://images.gr-assets.com/books/1361044695m/6482837.jpg";"https://images.gr-assets.com/books/1361044695s/6482837.jpg";16;28920
436;"The God of Small Things";"1997.0";2583;165378;"https://images.gr-assets.com/books/1436217001m/9777.jpg";"https://images.gr-assets.com/books/1436217001s/9777.jpg";13;8866
437;"The Invention of Wings";"2014.0";2345;168006;"https://images.gr-assets.com/books/1386699861m/18079776.jpg";"https://images.gr-assets.com/books/1386699861s/18079776.jpg";8;146834
438;"What Alice Forgot";"2009.0";2469;165704;"https://images.gr-assets.com/books/1377159022m/6469165.jpg";"https://images.gr-assets.com/books/1377159022s/6469165.jpg";11;34646
439;"A Brief History of Time";"1987.0";2584;165628;"https://images.gr-assets.com/books/1333578746m/3869.jpg";"https://images.gr-assets.com/books/1333578746s/3869.jpg";14;70137
440;"Fall of Giants (The Century Trilogy, #1)";"2010.0";2409;168911;"https://images.gr-assets.com/books/1470384630m/7315573.jpg";"https://images.gr-assets.com/books/1470384630s/7315573.jpg";9;82778
441;"Under the Dome";"2009.0";2358;183292;"https://images.gr-assets.com/books/1268982908m/6320534.jpg";"https://images.gr-assets.com/books/1268982908s/6320534.jpg";17;32983
442;"Snow Crash";"1992.0";2585;175883;"https://images.gr-assets.com/books/1477624625m/830.jpg";"https://images.gr-assets.com/books/1477624625s/830.jpg";13;75550
443;"Just Listen";"2006.0";2586;202180;"https://images.gr-assets.com/books/1358270741m/51738.jpg";"https://images.gr-assets.com/books/1358270741s/51738.jpg";2;122901
444;"Winnie-the-Pooh (Winnie-the-Pooh, #1)";"1926.0";2587;207550;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;155820
445;"Before I Go to Sleep";"2011.0";2588;180896;"https://images.gr-assets.com/books/1358353512m/9736930.jpg";"https://images.gr-assets.com/books/1358353512s/9736930.jpg";3;168260
446;"A Study in Scarlet";"1887.0";2589;201499;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;80291
447;"Brisingr (The Inheritance Cycle, #3)";"2008.0";2342;211645;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";6;42731
448;"The Purpose Driven Life: What on Earth Am I Here for?";"2002.0";2590;170491;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";17;138795
449;"Betrayed (House of Night, #2)";"2007.0";2474;205340;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";1;95434
450;"Storm Front (The Dresden Files, #1)";"2000.0";2591;203053;"https://images.gr-assets.com/books/1419456275m/47212.jpg";"https://images.gr-assets.com/books/1419456275s/47212.jpg";9;178998
451;"Northanger Abbey";"1817.0";2312;205167;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";10;2745
452;"The 5th Wave (The 5th Wave, #1)";"2013.0";2592;260048;"https://images.gr-assets.com/books/1359853842m/16101128.jpg";"https://images.gr-assets.com/books/1359853842s/16101128.jpg";9;109816
453;"Cold Mountain";"1997.0";2593;185979;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";3;13264
454;"If You Give a Mouse a Cookie";"1985.0";2594;198083;"https://images.gr-assets.com/books/1276046901m/767680.jpg";"https://images.gr-assets.com/books/1276046901s/767680.jpg";1;17774
455;"Something Blue (Darcy & Rachel, #2)";"2005.0";2417;172417;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;40466
456;"A Streetcar Named Desire";"1947.0";2595;194493;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";8;175880
457;"The Historian";"2005.0";2596;190473;"https://images.gr-assets.com/books/1338298031m/10692.jpg";"https://images.gr-assets.com/books/1338298031s/10692.jpg";7;155695
458;"Station Eleven";"2014.0";2597;160466;"https://images.gr-assets.com/books/1451446835m/20170404.jpg";"https://images.gr-assets.com/books/1451446835s/20170404.jpg";12;60038
459;"A Man Called Ove";"2012.0";2598;183777;"https://images.gr-assets.com/books/1405259930m/18774964.jpg";"https://images.gr-assets.com/books/1405259930s/18774964.jpg";11;76910
460;"Clockwork Princess (The Infernal Devices, #3)";"2013.0";2341;162099;"https://images.gr-assets.com/books/1436788488m/18335634.jpg";"https://images.gr-assets.com/books/1436788488s/18335634.jpg";7;157242
461;"The Good Earth (House of Earth, #1)";"1931.0";2599;182220;"https://images.gr-assets.com/books/1312497600m/1078.jpg";"https://images.gr-assets.com/books/1312497600s/1078.jpg";10;108368
462;"Ways of Seeing";"1972.0";2600;155658;"https://images.gr-assets.com/books/1464018308m/2784.jpg";"https://images.gr-assets.com/books/1464018308s/2784.jpg";6;9874
463;"Dragonfly in Amber (Outlander, #2)";"1992.0";2405;178110;"https://images.gr-assets.com/books/1456114344m/5364.jpg";"https://images.gr-assets.com/books/1456114344s/5364.jpg";9;94941
464;"Holy Bible: King James Version";"1611.0";2601;159457;"https://images.gr-assets.com/books/1313518530m/1923820.jpg";"https://images.gr-assets.com/books/1313518530s/1923820.jpg";4;75732
465;"In Her Shoes";"2002.0";2515;167400;"https://images.gr-assets.com/books/1435252471m/14758.jpg";"https://images.gr-assets.com/books/1435252471s/14758.jpg";12;129823
466;"The Hobbit: Graphic Novel";"1989.0";2602;155338;"https://images.gr-assets.com/books/1374681632m/659469.jpg";"https://images.gr-assets.com/books/1374681632s/659469.jpg";11;70341
467;"The Brief Wondrous Life of Oscar Wao";"2007.0";2603;160330;"https://images.gr-assets.com/books/1391409748m/297673.jpg";"https://images.gr-assets.com/books/1391409748s/297673.jpg";17;150316
468;"Their Eyes Were Watching God";"1937.0";2604;181106;"https://images.gr-assets.com/books/1368072803m/37415.jpg";"https://images.gr-assets.com/books/1368072803s/37415.jpg";17;59626
469;"Fantastic Beasts and Where to Find Them";"2001.0";2605;185928;"https://images.gr-assets.com/books/1303738520m/41899.jpg";"https://images.gr-assets.com/books/1303738520s/41899.jpg";2;154978
470;"I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban";"2012.0";2606;214412;"https://images.gr-assets.com/books/1375414895m/17851885.jpg";"https://images.gr-assets.com/books/1375414895s/17851885.jpg";15;38594
471;"Mansfield Park";"1814.0";2312;205064;"https://images.gr-assets.com/books/1397063295m/45032.jpg";"https://images.gr-assets.com/books/1397063295s/45032.jpg";4;81899
472;"Man's Search for Meaning";"1946.0";2607;171281;"https://images.gr-assets.com/books/1467136625m/4069.jpg";"https://images.gr-assets.com/books/1467136625s/4069.jpg";16;78261
473;"In the Woods (Dublin Murder Squad, #1)";"2007.0";2608;188024;"https://images.gr-assets.com/books/1348442606m/237209.jpg";"https://images.gr-assets.com/books/1348442606s/237209.jpg";11;16251
474;"The God Delusion";"2006.0";2609;162740;"https://images.gr-assets.com/books/1347220693m/14743.jpg";"https://images.gr-assets.com/books/1347220693s/14743.jpg";2;9991
475;"Where She Went (If I Stay, #2)";"2011.0";2415;193141;"https://images.gr-assets.com/books/1347810457m/8492825.jpg";"https://images.gr-assets.com/books/1347810457s/8492825.jpg";16;9210
476;"The World According to Garp";"1978.0";2526;167106;"https://images.gr-assets.com/books/1447234581m/7069.jpg";"https://images.gr-assets.com/books/1447234581s/7069.jpg";12;9065
477;"Killing Floor (Jack Reacher, #1)";"1997.0";2610;162972;"https://images.gr-assets.com/books/1399313258m/78129.jpg";"https://images.gr-assets.com/books/1399313258s/78129.jpg";17;20889
478;"Robinson Crusoe";"1719.0";2611;178188;"https://images.gr-assets.com/books/1403180114m/2932.jpg";"https://images.gr-assets.com/books/1403180114s/2932.jpg";12;85197
479;"The Prince";"1513.0";2612;153128;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;939
480;"The Amber Spyglass (His Dark Materials, #3)";"2000.0";2350;192315;"https://images.gr-assets.com/books/1329189152m/18122.jpg";"https://images.gr-assets.com/books/1329189152s/18122.jpg";2;114673
481;"Wizard's First Rule (Sword of Truth, #1)";"1994.0";2613;175771;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;169265
482;"The Kitchen House";"2010.0";2614;168082;"https://images.gr-assets.com/books/1463229128m/6837103.jpg";"https://images.gr-assets.com/books/1463229128s/6837103.jpg";6;4388
483;"Franny and Zooey";"1961.0";2310;152906;"https://images.gr-assets.com/books/1355037988m/5113.jpg";"https://images.gr-assets.com/books/1355037988s/5113.jpg";13;36937
484;"Choke";"2001.0";2441;154643;"https://images.gr-assets.com/books/1403186013m/29059.jpg";"https://images.gr-assets.com/books/1403186013s/29059.jpg";4;20030
485;"The Brothers Karamazov";"1880.0";2427;155838;"https://images.gr-assets.com/books/1427728126m/4934.jpg";"https://images.gr-assets.com/books/1427728126s/4934.jpg";10;143826
486;"The City of Ember (Book of Ember, #1)";"2003.0";2615;198809;"https://images.gr-assets.com/books/1397931596m/307791.jpg";"https://images.gr-assets.com/books/1397931596s/307791.jpg";5;44934
487;"The Andromeda Strain";"1969.0";2367;173186;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";12;62577
488;"The Green Mile";"1996.0";2358;173950;"https://images.gr-assets.com/books/1373903563m/11566.jpg";"https://images.gr-assets.com/books/1373903563s/11566.jpg";1;22367
489;"The Prophet";"1923.0";2616;142641;"https://images.gr-assets.com/books/1355046521m/2547.jpg";"https://images.gr-assets.com/books/1355046521s/2547.jpg";11;79728
490;"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)";"1985.0";2617;184007;"https://images.gr-assets.com/books/1327884972m/15196.jpg";"https://images.gr-assets.com/books/1327884972s/15196.jpg";13;75251
491;"Untamed (House of Night, #4)";"2008.0";2474;191743;"https://images.gr-assets.com/books/1438037020m/2866718.jpg";"https://images.gr-assets.com/books/1438037020s/2866718.jpg";12;70554
492;"Speaker for the Dead (Ender's Saga, #2)";"1986.0";2356;164287;"https://images.gr-assets.com/books/1295660894m/7967.jpg";"https://images.gr-assets.com/books/1295660894s/7967.jpg";1;100696
493;"Mere Christianity";"1952.0";2328;184759;"https://images.gr-assets.com/books/1468102872m/11138.jpg";"https://images.gr-assets.com/books/1468102872s/11138.jpg";13;177507
494;"The Secret History";"1992.0";2412;168405;"https://images.gr-assets.com/books/1451554846m/29044.jpg";"https://images.gr-assets.com/books/1451554846s/29044.jpg";16;162504
495;"A Heartbreaking Work of Staggering Genius";"2000.0";2618;145459;"https://images.gr-assets.com/books/1327714834m/4953.jpg";"https://images.gr-assets.com/books/1327714834s/4953.jpg";12;137103
496;"The Clan of the Cave Bear (Earth's Children, #1)";"1980.0";2619;176062;"https://images.gr-assets.com/books/1385331302m/1295.jpg";"https://images.gr-assets.com/books/1385331302s/1295.jpg";4;144001
497;"Black Beauty";"1877.0";2620;183255;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";13;47982
498;"War and Peace";"1869.0";2424;168037;"https://images.gr-assets.com/books/1413215930m/656.jpg";"https://images.gr-assets.com/books/1413215930s/656.jpg";3;143747
499;"American Psycho";"1991.0";2621;166083;"https://images.gr-assets.com/books/1436934349m/28676.jpg";"https://images.gr-assets.com/books/1436934349s/28676.jpg";17;81673
500;"The Princess Diaries (The Princess Diaries, #1)";"2000.0";2622;193140;"https://images.gr-assets.com/books/1355011082m/38980.jpg";"https://images.gr-assets.com/books/1355011082s/38980.jpg";4;172370
501;"The No. 1 Ladies' Detective Agency  (No. 1 Ladies' Detective Agency, #1)";"1998.0";2623;180320;"https://images.gr-assets.com/books/1459953654m/7061.jpg";"https://images.gr-assets.com/books/1459953654s/7061.jpg";6;177980
502;"The Walking Dead, Vol. 01: Days Gone Bye";"2004.0";2624;164530;"https://images.gr-assets.com/books/1389233242m/138398.jpg";"https://images.gr-assets.com/books/1389233242s/138398.jpg";17;42405
503;"2001: A Space Odyssey (Space Odyssey, #1)";"1968.0";2625;170841;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;55969
504;"Redeeming Love";"1991.0";2626;157506;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";14;136215
505;"Left Behind (Left Behind, #1)";"1995.0";2627;161173;"https://images.gr-assets.com/books/1406505054m/27523.jpg";"https://images.gr-assets.com/books/1406505054s/27523.jpg";11;55010
506;"The One (The Selection, #3)";"2014.0";2449;139544;"https://images.gr-assets.com/books/1395612906m/18635016.jpg";"https://images.gr-assets.com/books/1395612906s/18635016.jpg";14;15640
507;"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)";"2010.0";2303;129665;"https://images.gr-assets.com/books/1360094673m/7938275.jpg";"https://images.gr-assets.com/books/1360094673s/7938275.jpg";4;69559
508;"Nickel and Dimed: On (Not) Getting By in America";"2001.0";2628;152786;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";15;52868
509;"Remember Me?";"2008.0";2384;170096;"https://images.gr-assets.com/books/1276963901m/1358844.jpg";"https://images.gr-assets.com/books/1276963901s/1358844.jpg";13;20544
510;"The Great Hunt (Wheel of Time, #2)";"1990.0";2530;162595;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";16;91997
511;"Postmortem (Kay Scarpetta, #1)";"1990.0";2629;167379;"https://images.gr-assets.com/books/1341835831m/6534.jpg";"https://images.gr-assets.com/books/1341835831s/6534.jpg";1;78114
512;"The Complete Stories and Poems";"1849.0";2566;160063;"https://images.gr-assets.com/books/1327942676m/23919.jpg";"https://images.gr-assets.com/books/1327942676s/23919.jpg";16;101808
513;"The Hiding Place: The Triumphant True Story of Corrie Ten Boom";"1971.0";2630;171384;"https://images.gr-assets.com/books/1320418824m/561909.jpg";"https://images.gr-assets.com/books/1320418824s/561909.jpg";8;133706
514;"The Adventures of Sherlock Holmes";"1892.0";2589;139816;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";11;138788
515;"The Prince of Tides";"1986.0";2631;159596;"https://images.gr-assets.com/books/1320541074m/16735.jpg";"https://images.gr-assets.com/books/1320541074s/16735.jpg";1;99390
516;"The Amazing Adventures of Kavalier & Clay";"2000.0";2632;147717;"https://images.gr-assets.com/books/1479660066m/3985.jpg";"https://images.gr-assets.com/books/1479660066s/3985.jpg";9;20071
517;"Perfect Chemistry (Perfect Chemistry, #1)";"2008.0";2633;198627;"https://images.gr-assets.com/books/1439792475m/4268157.jpg";"https://images.gr-assets.com/books/1439792475s/4268157.jpg";2;161103
518;"Peter Pan";"1904.0";2634;169306;"https://images.gr-assets.com/books/1337714526m/34268.jpg";"https://images.gr-assets.com/books/1337714526s/34268.jpg";7;109675
519;"Pretties (Uglies, #2)";"2005.0";2435;193405;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;155826
520;"The Wind-Up Bird Chronicle";"1994.0";2552;133408;"https://images.gr-assets.com/books/1327872639m/11275.jpg";"https://images.gr-assets.com/books/1327872639s/11275.jpg";4;11357
521;"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)";"2005.0";2635;149438;"https://images.gr-assets.com/books/1370140049m/79885.jpg";"https://images.gr-assets.com/books/1370140049s/79885.jpg";13;1277
522;"Cloud Atlas";"2004.0";2636;152441;"https://images.gr-assets.com/books/1406383769m/49628.jpg";"https://images.gr-assets.com/books/1406383769s/49628.jpg";9;120024
523;"The Things They Carried";"1990.0";2637;168678;"https://images.gr-assets.com/books/1424663847m/133518.jpg";"https://images.gr-assets.com/books/1424663847s/133518.jpg";11;153682
524;"Wall and Piece";"1988.0";2638;149453;"https://images.gr-assets.com/books/1327904853m/114683.jpg";"https://images.gr-assets.com/books/1327904853s/114683.jpg";13;28911
525;"Pandemonium (Delirium, #2)";"2012.0";2499;181656;"https://images.gr-assets.com/books/1310371414m/9593911.jpg";"https://images.gr-assets.com/books/1310371414s/9593911.jpg";10;42496
526;"Darkly Dreaming Dexter (Dexter, #1)";"2004.0";2639;150055;"https://images.gr-assets.com/books/1334404607m/17231.jpg";"https://images.gr-assets.com/books/1334404607s/17231.jpg";11;88434
527;"Living Dead in Dallas (Sookie Stackhouse, #2)";"2002.0";2442;190565;"https://images.gr-assets.com/books/1329501808m/110494.jpg";"https://images.gr-assets.com/books/1329501808s/110494.jpg";9;46671
528;"The Dragon Reborn (Wheel of Time, #3)";"1991.0";2530;153809;"https://images.gr-assets.com/books/1480096580m/34897.jpg";"https://images.gr-assets.com/books/1480096580s/34897.jpg";4;70214
529;"Gulliver's Travels";"1726.0";2640;168727;"https://images.gr-assets.com/books/1427829692m/7733.jpg";"https://images.gr-assets.com/books/1427829692s/7733.jpg";8;92427
530;"Much Ado About Nothing";"1598.0";2320;175616;"https://images.gr-assets.com/books/1327885569m/12957.jpg";"https://images.gr-assets.com/books/1327885569s/12957.jpg";4;64881
531;"Beowulf";"975.0";2641;155903;"https://images.gr-assets.com/books/1327878125m/52357.jpg";"https://images.gr-assets.com/books/1327878125s/52357.jpg";1;31783
532;"Batman: Year One";"1987.0";2642;145267;"https://images.gr-assets.com/books/1327940389m/59980.jpg";"https://images.gr-assets.com/books/1327940389s/59980.jpg";3;132335
533;"Go Set a Watchman";"2015.0";2306;138669;"https://images.gr-assets.com/books/1451442088m/24817626.jpg";"https://images.gr-assets.com/books/1451442088s/24817626.jpg";13;130807
534;"When You Are Engulfed in Flames";"2008.0";2379;150898;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;148421
535;"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)";"2011.0";2643;198283;"https://images.gr-assets.com/books/1461353773m/8490112.jpg";"https://images.gr-assets.com/books/1461353773s/8490112.jpg";6;17450
536;"Red Queen (Red Queen, #1)";"2015.0";2644;83354;"https://images.gr-assets.com/books/1411472322m/17878931.jpg";"https://images.gr-assets.com/books/1411472322s/17878931.jpg";9;40783
537;"The Power of Habit: Why We Do What We Do in Life and Business";"2011.0";2645;155977;"https://images.gr-assets.com/books/1366758683m/12609433.jpg";"https://images.gr-assets.com/books/1366758683s/12609433.jpg";2;28445
538;"Midnight in the Garden of Good and Evil";"1994.0";2646;167997;"https://images.gr-assets.com/books/1427166915m/386187.jpg";"https://images.gr-assets.com/books/1427166915s/386187.jpg";9;74590
539;"Hopeless (Hopeless, #1)";"2012.0";2647;189938;"https://images.gr-assets.com/books/1353489892m/15717943.jpg";"https://images.gr-assets.com/books/1353489892s/15717943.jpg";3;127806
540;"A Little Princess";"1905.0";2374;199872;"https://images.gr-assets.com/books/1327868556m/3008.jpg";"https://images.gr-assets.com/books/1327868556s/3008.jpg";13;6483
541;"The Truth About Forever";"2004.0";2586;179415;"https://images.gr-assets.com/books/1362767907m/51737.jpg";"https://images.gr-assets.com/books/1362767907s/51737.jpg";13;25752
542;"The Horse and His Boy (Chronicles of Narnia, #5)";"1954.0";2328;189671;"https://images.gr-assets.com/books/1388210968m/84119.jpg";"https://images.gr-assets.com/books/1388210968s/84119.jpg";4;117661
543;"Last Sacrifice (Vampire Academy, #6)";"2010.0";2453;206792;"https://images.gr-assets.com/books/1319850978m/6527740.jpg";"https://images.gr-assets.com/books/1319850978s/6527740.jpg";15;138782
544;"Little House on the Prairie (Little House, #2)";"1935.0";2648;195424;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";5;96650
545;"The Velveteen Rabbit";"1922.0";2649;173469;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";13;79704
546;"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values";"1974.0";2650;139411;"https://images.gr-assets.com/books/1410136019m/629.jpg";"https://images.gr-assets.com/books/1410136019s/629.jpg";6;113432
547;"The War of the Worlds";"1897.0";2509;159752;"https://images.gr-assets.com/books/1320391644m/8909.jpg";"https://images.gr-assets.com/books/1320391644s/8909.jpg";10;110204
548;"Pretty Little Liars (Pretty Little Liars, #1)";"2006.0";2651;156328;"https://images.gr-assets.com/books/1377830522m/162085.jpg";"https://images.gr-assets.com/books/1377830522s/162085.jpg";10;1295
549;"Corduroy";"1948.0";2652;160860;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";7;156336
550;"The Omnivore's Dilemma: A Natural History of Four Meals";"2006.0";2653;133271;"https://images.gr-assets.com/books/1393804353m/3109.jpg";"https://images.gr-assets.com/books/1393804353s/3109.jpg";1;111218
551;"Life After Life";"2013.0";2654;138454;"https://images.gr-assets.com/books/1358173808m/15790842.jpg";"https://images.gr-assets.com/books/1358173808s/15790842.jpg";1;35581
552;"The Rescue";"2000.0";2335;142092;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";4;111028
553;"Needful Things";"1991.0";2358;153821;"https://images.gr-assets.com/books/1315767817m/107291.jpg";"https://images.gr-assets.com/books/1315767817s/107291.jpg";5;20909
554;"Voyager (Outlander, #3)";"1993.0";2405;157395;"https://images.gr-assets.com/books/1483278195m/10987.jpg";"https://images.gr-assets.com/books/1483278195s/10987.jpg";8;52806
555;"Hamlet: Screenplay, Introduction And Film Diary";"1996.0";2655;156869;"https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png";"https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png";2;42311
556;"Cujo";"1981.0";2358;158215;"https://images.gr-assets.com/books/1394208144m/10603.jpg";"https://images.gr-assets.com/books/1394208144s/10603.jpg";13;54127
557;"The Virgin Suicides";"1993.0";2390;159249;"https://images.gr-assets.com/books/1319032910m/10956.jpg";"https://images.gr-assets.com/books/1319032910s/10956.jpg";16;143543
